STT,Giới tính sinh học,Bản dạng giới,Hấp dẫn tình cảm,Đối tượng hấp dẫn tình dục,Xu hướng tính dục (lần 1),Bạn có muốn xác định rõ thêm cho xu hướng tình cảm ,Bạn có thể bắt đầu mối quan hệ tình cảm với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng bắt đầu một mối quan hệ tình cảm một lần không?,Bạn nghĩ bạn được hấp dẫn tình cảm bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi bắt đầu một mối quan hệ hay không?",Bạn có muốn xác định rõ thêm cho xu hướng tình dục?,Bạn có thể quan hệ tình dục với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng quan hệ tình dục một lần không?,Bạn nghĩ bạn được hấp dẫn tình dục bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi quan hệ tình dục hay không?",Xu hướng tính dục
143,Nam ,Nam,Nam,Không ,Đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Đồng ái vô tính
144,Nam ,Nam,Nam,Không ,Đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Đồng ái bán vô tính
145,Nam ,Nam,Nam,Không ,Đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Đồng ái vô tính
146,Nam ,Nam,Nam và Nữ,Không ,Song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Song ái á tính
147,Nam ,Nam,Nam và Nữ,Không ,Song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Song ái ái á tính
148,Nam ,Nam,Nam và Nữ,Không ,Song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Song ái bán vô tính
149,Nam ,Nam,Nam và Nữ,Không ,Song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Song ái vô tính
150,Nam ,Nam,Nam và Nữ,Không ,Song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Song ái vô tính
151,Nam ,Nam,Nam và Nữ,Không ,Song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Song ái bán vô tính
152,Nam ,Nam,Nam và Nữ,Không ,Song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Song ái vô tính
153,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Toàn ái á tính
154,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Toàn ái ái á tính
155,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Toàn ái bán vô tính
156,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Toàn ái vô tính
157,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Toàn ái vô tính
158,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Toàn ái bán vô tính
159,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Toàn ái vô tính
160,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Không,,,Bỏ,Bỏ,Toàn ái (mù giới) vô tính
161,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Không,,,Bỏ,Bỏ,Toàn ái (không mù giới) vô tính
162,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Không,,,Bỏ,Bỏ,Đa ái vô tính
163,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Không,Có,Bỏ,Bỏ,Toàn ái (mù giới) á tính
164,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Không,Không,Bỏ,Bỏ,Toàn ái (mù giới) á tính
165,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Không hẳn,Có,Bỏ,Bỏ,Toàn ái (mù giới) bán vô tính
166,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Không hẳn,Không,Bỏ,Bỏ,Toàn ái (mù giới) vô tính
167,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Có,Không,Bỏ,Bỏ,Toàn ái (mù giới) vô tính
168,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Có,Có,Bỏ,Bỏ,Toàn ái (mù giới) bán vô tính
169,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Không,Có,Bỏ,Bỏ,Toàn ái (không mù giới) á tính
170,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Không,Không,Bỏ,Bỏ,Toàn ái (không mù giới) á tính
171,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Không hẳn,Có,Bỏ,Bỏ,Toàn ái (không mù giới) bán vô tính
172,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Không hẳn,Không,Bỏ,Bỏ,Toàn ái (không mù giới) vô tính
173,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Có,Không,Bỏ,Bỏ,Toàn ái (không mù giới) vô tính
174,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Có,Có,Bỏ,Bỏ,Toàn ái (không mù giới) bán vô tính
175,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Không,Có,Bỏ,Bỏ,Đa ái á tính
176,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Không,Không,Bỏ,Bỏ,Đa ái á tính
177,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Đa ái bán vô tính
178,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Đa ái vô tính
179,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Có,Không,Bỏ,Bỏ,Đa ái vô tính
180,Nam ,Nam,Nhiều hơn hai giới ,Không ,Toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Có,Có,Bỏ,Bỏ,Đa ái bán vô tính
181,Nam ,Nam,Nữ,Nữ,Dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Dị tính
182,Nam ,Nam,Nữ,Nam,Dị ái đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Dị ái đồng tính
183,Nam ,Nam,Nữ,Nam và Nữ,Dị ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Dị ái song tính
184,Nam ,Nam,Nữ,Nam và giới khác (2 giới),Dị ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Dị ái song tính
185,Nam ,Nam,Nữ,Nữ và giới khác (2 giới),Dị ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Dị ái song tính
186,Nam ,Nam,Nữ,Nhiều hơn hai giới ,Dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Dị ái toàn tính (mù giới)
187,Nam ,Nam,Nữ,Nhiều hơn hai giới ,Dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Dị ái toàn tính (không mù giới)
188,Nam ,Nam,Nữ,Nhiều hơn hai giới ,Dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Dị ái đa tính
189,Nam ,Nam,Nữ,Nhiều hơn hai giới ,Dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Dị ái toàn tính
190,Nam ,Nam,Nam,Nữ,Đống ái dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Đống ái dị tính
191,Nam ,Nam,Nam,Nam,Đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Đồng tính
192,Nam ,toàn,Nam,Nam và Nữ,Đồng ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Đồng ái song tính
193,Nam ,Nam,Nam,Nam và giới khác (2 giới),Đồng ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Đồng ái song tính
194,Nam ,Nam,Nam,Nữ và giới khác (2 giới),Đồng ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Đồng ái song tính
195,Nam ,Nam,Nam,Nhiều hơn hai giới ,Đồng ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,có,Bỏ,Bỏ,Tất cả các giới,Có,Đồng ái toàn tính (mù giới)
196,Nam ,Nam,Nam,Nhiều hơn hai giới ,Đồng ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,có,Bỏ,Bỏ,Tất cả các giới,Không,Đồng ái toàn tính (không mù giới)
197,Nam ,Nam,Nam,Nhiều hơn hai giới ,Đồng ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Đồng ái đa tính
198,Nam ,Nam,Nam,Nhiều hơn hai giới ,Đồng ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Đồng ái toàn tính (không mù giới)
199,Nam ,Nam,Nam và Nữ,Nữ,Song ái dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song ái dị tính
200,Nam ,Nam,Nam và Nữ,Nam,Song ái đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song ái đồng tính
201,Nam ,Nam,Nam và Nữ,Nam và Nữ,Song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
202,Nam ,Nam,Nam và Nữ,Nam và giới khác (2 giới),Song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
203,Nam ,Nam,Nam và Nữ,Nữ và giới khác (2 giới),Song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
204,Nam ,Nam,Nam và Nữ,Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Song ái toàn tính (mù giới)
205,Nam ,Nam,Nam và Nữ,Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Song ái toàn tính (không mù giới)
206,Nam ,Nam,Nam và Nữ,Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Đa ái toàn tính
207,Nam ,Nam,Nam và Nữ,Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Song ái toàn tính
208,Nam ,Nam,Nam và giới khác (2 giới),Nữ,Song ái dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song ái dị tính
209,Nam ,Nam,Nam và giới khác (2 giới),Nam,Song ái đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song ái đồng tính
210,Nam ,Nam,Nam và giới khác (2 giới),Nam và Nữ,Song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
211,Nam ,Nam,Nam và giới khác (2 giới),Nam và giới khác (2 giới),Song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
212,Nam ,Nam,Nam và giới khác (2 giới),Nữ và giới khác (2 giới),Song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
213,Nam ,Nam,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Tất cả các giới,Có,Bỏ,Bỏ,Song ái toàn tính (mù giới)
214,Nam ,Nam,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Tất cả các giới,Không,Bỏ,Bỏ,Song ái toàn tính (không mù giới)
215,Nam ,Nam,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Nhiều hơn hai giới,Bỏ,Bỏ,Bỏ,Đa ái toàn tính
216,Nam ,Nam,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Song ái toàn tính
217,Nam ,Nam,Nữ và giới khác (2 giới),Nữ,Song ái dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song ái dị tính
218,Nam ,Nam,Nữ và giới khác (2 giới),Nam,Song ái đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song ái đồng tính
219,Nam ,Nam,Nữ và giới khác (2 giới),Nam và Nữ,Song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
220,Nam ,Nam,Nữ và giới khác (2 giới),Nam và giới khác (2 giới),Song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
221,Nam ,Nam,Nữ và giới khác (2 giới),Nữ và giới khác (2 giới),Song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Song tính
222,Nam ,Nam,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Tất cả các giới,Có,Bỏ,Bỏ,Song ái toàn tính (mù giới)
223,Nam ,Nam,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Tất cả các giới,Không,Bỏ,Bỏ,Song ái toàn tính (không mù giới)
224,Nam ,Nam,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Nhiều hơn hai giới,Bỏ,Bỏ,Bỏ,Đa ái toàn tính
225,Nam ,Nam,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Song ái toàn tính
226,Nam ,Nam,Nhiều hơn hai giới ,Nữ,Toàn ái dị tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (mù giới) dị tính
227,Nam ,Nam,Nhiều hơn hai giới ,Nữ,Toàn ái dị tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (không mù giới) dị tính
228,Nam ,Nam,Nhiều hơn hai giới ,Nữ,Toàn ái dị tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Đa ái dị tính
229,Nam ,Nam,Nhiều hơn hai giới ,Nữ,Toàn ái dị tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái dị tính
230,Nam ,Nam,Nhiều hơn hai giới ,Nam,Toàn ái đồng tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (mù giới) đồng tính
231,Nam ,Nam,Nhiều hơn hai giới ,Nam,Toàn ái đồng tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (không mù giới) đồng tính
232,Nam ,Nam,Nhiều hơn hai giới ,Nam,Toàn ái đồng tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Đa ái đồng tính
233,Nam ,Nam,Nhiều hơn hai giới ,Nam,Toàn ái đồng tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái đồng tính
234,Nam ,Nam,Nhiều hơn hai giới ,Nam và Nữ,Toàn ái song tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (mù giới) song tính
235,Nam ,Nam,Nhiều hơn hai giới ,Nam và Nữ,Toàn ái song tính,Có ,Bỏ,Bỏ,Tất cả các giới,Không,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (không mù giới) song tính
236,Nam ,Nam,Nhiều hơn hai giới ,Nam và Nữ,Toàn ái song tính,có ,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Đa ái song tính
237,Nam ,Nam,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Toàn ái song tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái song tính
238,Nam ,Nam,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Toàn ái song tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (mù giới) song tính
239,Nam ,Nam,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Toàn ái song tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (không mù giới) song tính
240,Nam ,Nam,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Toàn ái song tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Đa ái song tính
241,Nam ,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái song tính
242,Nam ,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Có ,Bỏ,Bỏ,Tất cả các giới,Có,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (mù giới) song tính
243,Nam ,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Có ,Bỏ,Bỏ,Tất cả các giới,Không,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (không mù giới) song tính
244,Nam ,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Đa ái song tính
245,Nam ,Nam,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Toàn ái song tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái song tính
246,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,Bỏ,Bỏ,Tất cả các giới,Có,Có,Bỏ,Bỏ,Tất cả các giới,Có,Toàn tính (mù giới)
247,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,Bỏ,Bỏ,Tất cả các giới,Có,Có,Bỏ,Bỏ,Tất cả các giới,Không,Toàn ái (mù giới) toàn tính (không mù giới)
248,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Toàn ái đa tính
249,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,Bỏ,Bỏ,Tất cả các giới,Không,Có,Bỏ,Bỏ,Tất cả các giới,Có,Toàn ái  (không mù giới) toàn tính (mù giới)
250,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Bỏ,Bỏ,Tất cả các giới,Không,Toàn ái toàn tính (không mù giới)
251,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,Bỏ,Bỏ,Tất cả các giới,Không,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Toàn ái (không mù giới) đa tính
252,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Đa ái toàn tính (mù giới)
253,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Đa ái toàn tính (không mù giới)
254,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Đa tính
255,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn tính
256,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Không,Bỏ,Bỏ,Bỏ,Bỏ,Toán ái (mù giới) toàn tính
257,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Không,Bỏ,Bỏ,Bỏ,Bỏ,Toàn ái (không mù giới) toàn tính
258,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Đa ái toàn tính
259,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Toàn ái toàn tính (không mù giới)
260,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Toàn ái đa tính
261,Nam ,Nam,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Toàn ái toàn tính (mù giới)
262,Nam ,Nữ,Không,Không,Chuyển giới Nữ vô tính,Có,Không,Có,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nữ á tính 
263,Nam ,Nữ,Không,Không,Chuyển giới Nữ vô tính,Có,Không,Không,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Chuyển giới Nữ á tính 
264,Nam ,Nữ,Không,Không,Chuyển giới Nữ vô tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nữ bán vô tính
265,Nam ,Nữ,Không,Không,Chuyển giới Nữ vô tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nữ vô tính
